customer_id,application_date,age,income,employment_years,loan_amount,loan_duration_months,existing_debt,debt_to_income,credit_history_months,number_of_previous_loans,missed_payments_12m,region,channel,collection_status_after_90d,default_90d
102745,2023-10-23,37,32590.0,4.9,10870.0,24,4754.0,0.1737,183.0,7,0,Nord,agence,a_jour,0
117780,2023-08-03,59,53571.0,3.0,12533.0,36,6101.0,0.1334,411.0,7,0,Ouest,agence,a_jour,0
111829,2023-07-12,45,49050.0,3.9,44411.0,24,5207.0,0.1816,212.0,1,0,Est,mobile,a_jour,0
107457,2024-06-02,41,67788.0,7.3,9607.0,72,9254.0,0.1483,125.0,3,1,Centre,agence,a_jour,0
104694,2025-02-01,47,37841.0,9.7,13783.0,18,13274.0,0.3811,161.0,0,4,Centre,mobile,a_jour,0
106295,2024-06-03,31,40669.0,1.6,15161.0,18,2775.0,0.0993,121.0,0,0,Est,courtier,a_jour,0
111078,2024-06-26,50,32243.0,1.5,14552.0,48,505.0,0.0533,124.0,3,0,Centre,web,a_jour,0
117966,2024-11-19,73,26308.0,12.2,10881.0,24,5283.0,0.2353,337.0,6,0,Nord,agence,a_jour,0
102678,2024-02-28,41,49344.0,0.2,14127.0,18,11814.0,0.2633,103.0,0,0,Nord,agence,recouvrement_amiable,0
110547,2024-09-19,33,58162.0,6.8,71721.0,36,13798.0,0.34,37.0,0,1,Centre,mobile,a_jour,0
116472,2024-12-20,43,,1.6,19901.0,6,6586.0,0.1381,225.0,3,2,Ouest,mobile,a_jour,0
113098,2024-11-21,47,40193.0,4.9,9477.0,36,15179.0,0.3973,256.0,2,1,Est,agence,a_jour,0
108301,2023-07-02,37,42989.0,0.5,12235.0,6,13282.0,0.3327,102.0,4,0,Ouest,web,a_jour,0
113854,2024-01-12,43,57682.0,18.5,8110.0,36,20797.0,0.3723,108.0,0,1,Est,mobile,a_jour,0
101247,2023-12-06,39,17966.0,6.8,9624.0,36,422.0,0.0681,238.0,3,2,Sud,web,recouvrement_amiable,1
106236,2024-08-15,25,48673.0,1.0,17597.0,24,14459.0,0.3272,27.0,0,0,Sud,mobile,a_jour,0
116678,2023-10-25,48,40973.0,4.5,15826.0,24,13278.0,0.3563,160.0,1,1,Ouest,agence,a_jour,0
105659,2024-06-21,25,34615.0,1.1,37613.0,48,4691.0,0.2261,60.0,2,1,Ouest,agence,a_jour,0
117739,2024-04-18,18,28281.0,1.0,26564.0,24,12071.0,0.5051,0.0,1,0,Ouest,web,a_jour,0
114081,2024-04-26,38,41276.0,4.6,4426.0,36,12334.0,0.3078,137.0,0,1,Ouest,mobile,a_jour,0
104911,2024-04-12,27,79106.0,9.0,10127.0,72,1908.0,0.0351,26.0,0,1,Centre,agence,a_jour,0
108954,2024-10-18,34,29679.0,9.4,16635.0,24,5962.0,0.2476,163.0,4,0,Nord,web,a_jour,0
104438,2023-09-09,24,36012.0,6.0,14011.0,24,11003.0,0.338,28.0,0,2,Centre,mobile,recouvrement_amiable,1
103449,2023-12-28,38,33794.0,10.7,14788.0,60,1655.0,0.0854,211.0,5,0,Centre,agence,a_jour,0
119466,2023-10-14,22,45697.0,4.0,10563.0,36,27252.0,0.6156,,1,0,Sud,web,a_jour,0
100077,2023-06-15,53,41223.0,2.5,9953.0,60,904.0,0.042,243.0,3,0,Est,mobile,a_jour,0
107176,2024-06-28,44,50404.0,2.4,16433.0,36,29740.0,0.6172,198.0,4,7,Centre,web,recouvrement_amiable,1
107726,2023-01-06,37,34898.0,2.1,2072.0,60,9465.0,0.2762,95.0,1,0,Nord,web,a_jour,0
111313,2024-10-27,36,20819.0,4.5,7509.0,48,4499.0,0.2462,83.0,3,1,Sud,web,a_jour,0
116001,2024-02-13,23,37220.0,3.9,9830.0,12,8439.0,0.2487,51.0,0,0,Est,agence,a_jour,0
118604,2023-03-19,18,19141.0,1.0,16834.0,48,9144.0,0.551,0.0,0,2,Ouest,agence,recouvrement_contentieux,1
110689,2023-08-06,38,44251.0,6.8,11062.0,24,8530.0,0.2136,115.0,2,1,Centre,web,a_jour,0
119137,2023-02-25,35,38040.0,4.0,8296.0,48,17535.0,0.4791,59.0,2,3,Sud,web,a_jour,0
101192,2023-05-05,37,51635.0,0.8,3607.0,36,2022.0,0.045,203.0,2,0,Est,web,a_jour,0
114189,2024-05-08,42,47251.0,7.0,25450.0,24,17670.0,0.4188,82.0,0,2,Nord,courtier,a_jour,0
109099,2023-07-27,37,48758.0,10.9,10613.0,18,1895.0,0.057,111.0,3,0,Nord,agence,a_jour,0
108404,2024-09-10,32,23350.0,4.8,8830.0,36,11220.0,0.512,37.0,0,1,Nord,mobile,a_jour,0
105422,2023-02-23,39,35699.0,18.5,15121.0,18,9110.0,0.2905,121.0,0,1,Ouest,web,a_jour,0
118171,2023-03-09,34,40140.0,7.5,10803.0,24,12614.0,0.3367,155.0,2,0,Nord,web,a_jour,0
101859,2024-06-20,26,76657.0,,16541.0,6,7065.0,0.1101,30.0,0,0,Ouest,courtier,a_jour,0
119898,2023-05-26,34,48506.0,2.0,24397.0,60,4195.0,0.1284,109.0,0,1,Ouest,mobile,a_jour,0
115959,2023-11-21,38,24286.0,2.4,19450.0,36,11836.0,0.5541,128.0,2,2,Nord,web,a_jour,0
103926,2024-01-02,20,61556.0,2.0,5459.0,24,29285.0,0.4831,7.0,0,1,Centre,web,a_jour,0
100511,2024-06-28,35,40666.0,8.5,21089.0,48,11887.0,0.3355,126.0,2,0,Est,mobile,recouvrement_amiable,0
105419,2024-04-14,54,41222.0,4.8,24110.0,48,11880.0,0.3369,,0,2,Centre,courtier,a_jour,0
101212,2023-12-03,38,49570.0,2.3,43231.0,60,12391.0,0.3226,171.0,0,3,Nord,web,a_jour,0
119154,2023-04-26,18,27723.0,1.0,14135.0,12,1827.0,0.1084,0.0,0,2,Sud,courtier,a_jour,0
115172,2023-01-19,46,40111.0,4.9,27125.0,36,20334.0,0.5633,220.0,3,1,Nord,web,a_jour,0
114230,2024-03-11,47,64657.0,8.8,6156.0,12,10658.0,0.1728,280.0,3,0,Centre,web,a_jour,0
111585,2023-04-07,18,32171.0,1.0,14051.0,24,3813.0,0.1549,0.0,0,0,Ouest,agence,a_jour,0
118988,2024-05-01,30,27222.0,8.7,12148.0,48,4136.0,0.1891,89.0,0,0,Ouest,agence,a_jour,0
104281,2024-10-15,40,73053.0,7.7,16023.0,48,9254.0,0.145,73.0,1,0,Nord,agence,a_jour,0
113841,2024-07-02,39,17582.0,6.4,37509.0,48,8594.0,0.6666,176.0,2,2,Nord,mobile,a_jour,0
110388,2023-03-28,49,37587.0,5.6,16480.0,60,3412.0,0.1273,174.0,3,0,Ouest,mobile,a_jour,0
105845,2023-04-28,32,53071.0,5.2,12133.0,24,18064.0,0.3594,158.0,0,0,,mobile,a_jour,0
105542,2023-08-07,43,31001.0,2.4,12982.0,6,4445.0,0.1783,76.0,1,0,,web,a_jour,0
101263,2024-08-23,48,45372.0,11.8,8096.0,12,5879.0,0.1444,295.0,2,1,Nord,web,a_jour,0
107074,2024-06-04,61,58556.0,5.5,7616.0,36,15414.0,0.2741,327.0,4,1,Sud,web,a_jour,0
115563,2023-08-04,41,80873.0,0.7,6483.0,36,24143.0,0.3052,116.0,0,0,Sud,mobile,a_jour,0
114445,2024-01-18,55,64969.0,2.7,6744.0,24,27369.0,0.4299,387.0,4,0,Sud,agence,a_jour,0
103233,2023-01-04,49,31739.0,3.3,11537.0,24,4474.0,0.1713,197.0,2,0,Nord,web,recouvrement_amiable,0
114010,2024-06-30,44,84241.0,4.2,16914.0,6,14532.0,0.1892,266.0,4,0,Centre,courtier,a_jour,0
107985,2023-02-28,46,42683.0,2.1,5681.0,12,1451.0,0.0451,247.0,4,0,Nord,courtier,a_jour,0
110117,2024-03-15,39,56097.0,8.5,8052.0,24,23192.0,0.4254,227.0,2,0,Sud,web,a_jour,0
108763,2023-08-22,18,51260.0,1.0,5533.0,36,12152.0,0.2461,0.0,0,0,Nord,mobile,a_jour,0
101093,2023-10-14,31,38986.0,5.7,7096.0,48,13158.0,0.3527,98.0,1,0,Ouest,agence,a_jour,0
102231,2023-02-20,36,40913.0,2.3,6319.0,36,16727.0,0.4217,186.0,0,0,Sud,mobile,a_jour,0
106479,2023-08-24,26,29128.0,3.4,10286.0,36,3639.0,0.1544,63.0,1,0,Est,courtier,a_jour,0
113949,2024-02-14,52,51743.0,4.8,11199.0,48,10454.0,0.2201,176.0,4,0,Nord,courtier,a_jour,0
110138,2023-06-26,42,85662.0,5.9,7750.0,18,18205.0,0.2201,217.0,2,0,Nord,agence,a_jour,0
109042,2024-02-01,42,52686.0,12.7,37810.0,48,12754.0,0.3019,205.0,2,2,Ouest,web,a_jour,0
108321,2024-01-18,36,70614.0,2.8,16138.0,36,9439.0,0.1527,163.0,0,0,Ouest,mobile,a_jour,0
106800,2024-09-13,34,34541.0,10.3,17486.0,12,3205.0,0.135,117.0,1,0,Sud,web,recouvrement_amiable,0
116676,2023-03-11,58,13846.0,4.7,24738.0,48,953.0,0.2177,193.0,6,0,Ouest,mobile,a_jour,0
100372,2023-10-27,48,72376.0,5.9,15826.0,24,11954.0,0.1834,184.0,1,1,Centre,agence,recouvrement_amiable,1
119084,2023-07-22,40,37008.0,7.1,43573.0,24,9085.0,0.3436,184.0,2,0,Nord,mobile,a_jour,0
107878,2024-08-05,44,25738.0,4.8,8766.0,36,997.0,0.0671,70.0,1,0,Ouest,mobile,a_jour,0
107318,2024-01-27,52,40117.0,6.3,11174.0,24,3713.0,0.1158,191.0,3,2,Sud,web,a_jour,0
114930,2023-09-15,43,78998.0,3.4,12979.0,12,14744.0,0.2003,149.0,3,0,Centre,mobile,a_jour,0
100532,2023-04-24,53,28018.0,6.8,12539.0,60,6097.0,0.2549,162.0,5,1,Nord,mobile,a_jour,0
106417,2023-03-21,20,34604.0,2.0,6039.0,72,11186.0,0.3378,20.0,0,2,Centre,mobile,recouvrement_contentieux,1
114542,2024-03-07,52,41519.0,6.1,18060.0,24,2787.0,0.1034,296.0,1,1,Nord,agence,a_jour,0
109547,2023-11-23,41,38655.0,10.8,11453.0,6,6699.0,0.198,152.0,1,1,Nord,web,a_jour,0
108257,2024-08-05,27,34436.0,6.8,6469.0,48,9547.0,0.2929,79.0,1,0,Centre,mobile,a_jour,0
101213,2024-09-24,37,28624.0,2.2,7637.0,24,3698.0,0.1514,130.0,2,1,Ouest,web,recouvrement_amiable,1
106559,2023-03-18,39,63683.0,4.7,17475.0,60,22086.0,0.3697,222.0,2,0,Centre,agence,a_jour,0
106957,2024-11-11,44,80945.0,3.8,19609.0,48,29199.0,0.3809,140.0,2,0,Ouest,mobile,a_jour,0
113028,2023-05-30,36,30586.0,2.0,17837.0,60,6351.0,0.2562,189.0,1,1,Nord,web,a_jour,0
108042,2024-12-16,45,15639.0,4.7,28454.0,12,2282.0,0.2975,108.0,2,0,Nord,web,a_jour,0
112986,2024-02-28,52,66272.0,1.3,7383.0,24,11575.0,0.1839,195.0,2,1,Est,mobile,a_jour,0
103208,2023-11-03,35,32297.0,17.0,17354.0,60,1122.0,0.0795,172.0,0,0,Ouest,courtier,a_jour,0
106101,2024-10-09,40,46620.0,2.8,27810.0,24,14980.0,0.371,111.0,3,1,Ouest,web,a_jour,0
119848,2023-03-14,46,60737.0,3.0,3764.0,24,2800.0,0.0513,234.0,0,0,Sud,agence,a_jour,0
118913,2023-05-30,52,61938.0,4.0,14981.0,12,17027.0,0.2951,84.0,0,0,Centre,courtier,a_jour,0
106074,2024-10-27,59,44968.0,8.4,14995.0,36,10842.0,0.2689,217.0,2,1,Centre,web,a_jour,0
110105,2024-02-12,29,50998.0,4.7,18272.0,36,21842.0,0.4581,44.0,1,0,Sud,,a_jour,0
102763,2023-01-27,58,50127.0,4.2,17747.0,60,9693.0,0.2229,216.0,1,0,Est,web,recouvrement_contentieux,1
119021,2024-03-07,22,68693.0,4.0,12140.0,36,5653.0,0.097,12.0,1,0,Sud,agence,a_jour,0
104106,2023-03-17,32,37918.0,5.6,23039.0,18,8644.0,0.2786,94.0,4,0,Ouest,agence,a_jour,0
102390,2023-11-28,47,56089.0,10.8,43486.0,24,42533.0,0.8229,230.0,4,2,Est,mobile,a_jour,0
101127,2024-04-10,32,20193.0,0.6,10540.0,24,6620.0,0.3713,114.0,3,1,Nord,mobile,a_jour,0
112373,2024-06-09,43,49270.0,8.5,16166.0,24,12529.0,0.2816,179.0,3,2,Sud,web,recouvrement_amiable,0
102378,2024-12-22,18,13722.0,1.0,13669.0,24,179.0,0.0961,0.0,1,1,Ouest,courtier,a_jour,0
106669,2023-09-25,33,678373.5504664081,4.3,9388.0,24,15288.0,0.2935,91.0,0,1,Nord,web,a_jour,0
117047,2023-10-31,18,44167.0,1.0,12398.0,24,11473.0,0.2832,0.0,0,0,Sud,agence,recouvrement_contentieux,1
102657,2023-07-17,27,38169.0,2.4,23094.0,24,4547.0,0.1695,95.0,0,1,Ouest,web,a_jour,0
104427,2023-12-19,40,53443.0,9.3,8854.0,60,10706.0,0.2141,114.0,1,0,Centre,mobile,a_jour,0
100239,2024-04-02,20,67547.0,2.0,6377.0,18,1069.0,0.0237,22.0,0,0,Ouest,agence,a_jour,0
101344,2023-05-17,30,95812.0,1.7,22791.0,72,19405.0,0.2224,65.0,0,0,Sud,agence,a_jour,0
109573,2023-08-21,36,33345.0,5.4,28180.0,36,1768.0,0.1234,168.0,1,0,Est,web,a_jour,0
112706,2023-10-14,55,48960.0,7.7,6986.0,12,5050.0,0.115,392.0,3,1,Nord,agence,a_jour,0
111414,2023-11-23,45,48321.0,15.6,14611.0,36,11970.0,0.2729,121.0,1,1,Est,mobile,a_jour,0
112311,2023-03-12,28,12000.0,2.4,8953.0,48,5232.0,0.4982,35.0,0,1,Ouest,web,a_jour,0
103184,2024-04-04,45,39575.0,5.1,9109.0,48,,0.1174,235.0,4,0,Est,web,a_jour,0
117300,2023-08-08,44,46651.0,8.5,23582.0,24,23471.0,0.5452,219.0,2,0,Sud,web,a_jour,0
104303,2023-01-25,33,27793.0,0.5,7988.0,12,2558.0,0.116,60.0,0,0,Centre,mobile,a_jour,0
112379,2024-03-21,51,44545.0,2.2,30928.0,18,16769.0,0.4343,,5,0,Nord,courtier,a_jour,0
118318,2023-06-02,44,14089.0,8.8,16453.0,60,1081.0,0.174,213.0,1,1,Sud,web,a_jour,0
112284,2024-07-24,41,32511.0,3.0,4042.0,24,8758.0,0.2797,145.0,3,0,Ouest,web,a_jour,0
106415,2023-02-15,37,66968.0,4.1,13590.0,48,45230.0,0.6923,139.0,4,1,Est,agence,a_jour,0
119819,2024-09-19,35,65991.0,5.2,11496.0,36,22698.0,0.3585,113.0,0,2,Sud,web,a_jour,0
116779,2024-02-18,21,49232.0,1.3,36096.0,12,13955.0,0.3446,18.0,0,0,Nord,mobile,a_jour,0
113822,2023-06-22,18,13157.0,1.0,7043.0,12,4288.0,0.3705,0.0,0,0,Est,agence,a_jour,0
109777,2023-10-15,35,60088.0,7.9,6099.0,36,4919.0,0.0903,116.0,2,0,Est,agence,a_jour,0
114014,2023-03-28,37,56008.0,6.6,17087.0,48,14836.0,0.2903,141.0,2,0,Centre,web,recouvrement_amiable,0
102769,2024-11-30,45,34310.0,1.2,10592.0,36,25326.0,0.7639,279.0,1,0,Centre,mobile,recouvrement_amiable,1
109342,2023-11-24,26,86213.0,4.9,43532.0,18,3417.0,0.0817,22.0,0,0,Nord,web,a_jour,0
107715,2023-11-16,45,38288.0,2.8,14620.0,24,19666.0,0.5455,231.0,5,0,Centre,web,a_jour,0
102350,2024-01-29,42,53357.0,4.9,13163.0,60,1339.0,0.0457,207.0,4,1,Est,courtier,a_jour,0
112334,2024-06-20,20,33030.0,2.0,7008.0,36,3859.0,0.1345,11.0,0,1,Nord,web,a_jour,0
103282,2024-12-08,40,95729.0,10.9,14679.0,36,26320.0,0.2877,222.0,1,1,Ouest,web,a_jour,0
118649,2023-12-09,36,28195.0,1.2,15056.0,36,5609.0,0.2434,143.0,2,0,Centre,web,a_jour,0
102468,2023-01-20,41,26179.0,16.1,14299.0,60,9409.0,0.4049,142.0,2,1,Ouest,mobile,a_jour,0
104102,2023-05-19,41,35838.0,4.4,14829.0,24,1208.0,0.0682,161.0,3,0,Centre,web,a_jour,0
117176,2024-03-08,31,48833.0,11.6,18398.0,6,12006.0,0.2773,74.0,0,0,Ouest,web,a_jour,0
108919,2024-08-24,52,35866.0,2.1,14283.0,36,6180.0,0.2055,276.0,6,0,Sud,courtier,a_jour,0
110275,2023-01-30,39,14166.0,16.7,19037.0,48,3779.0,0.3788,148.0,2,0,Nord,web,a_jour,0
109310,2024-07-31,28,31585.0,2.4,20512.0,24,8934.0,0.337,113.0,2,0,Nord,mobile,a_jour,0
118960,2024-11-21,53,23244.0,1.1,5248.0,24,1273.0,0.0736,344.0,4,1,Sud,agence,a_jour,0
114667,2024-04-25,34,48016.0,1.5,10391.0,12,2999.0,0.0805,107.0,1,0,Nord,web,a_jour,0
114253,2023-08-20,29,68747.0,6.6,8128.0,48,27908.0,0.4158,56.0,0,0,Sud,agence,a_jour,0
113826,2023-11-04,18,26647.0,1.0,4339.0,36,4617.0,0.1868,0.0,0,0,Ouest,mobile,recouvrement_amiable,1
102199,2023-05-03,39,34241.0,14.1,28921.0,12,4897.0,0.2134,197.0,0,2,Nord,web,a_jour,0
105259,2023-06-26,35,35988.0,1.5,10452.0,12,2909.0,0.105,43.0,0,0,Centre,courtier,a_jour,0
119602,2024-01-30,37,54101.0,5.0,14097.0,12,6880.0,0.1489,96.0,1,0,Sud,mobile,a_jour,0
102110,2023-07-25,39,42988.0,9.0,12110.0,12,3606.0,0.1074,183.0,1,0,Est,web,a_jour,0
105262,2024-03-05,30,51399.0,2.5,13541.0,12,6769.0,0.1536,94.0,1,0,Ouest,mobile,a_jour,0
106955,2024-10-25,24,31536.0,0.7,16026.0,24,7900.0,0.2929,65.0,1,0,Centre,web,a_jour,0
102126,2023-08-13,36,47585.0,9.8,19241.0,60,7981.0,0.2014,107.0,0,0,Nord,agence,a_jour,0
105189,2023-08-04,38,37041.0,1.6,41851.0,24,12720.0,0.4376,214.0,4,1,Centre,agence,a_jour,0
111208,2024-01-24,46,49242.0,9.0,11951.0,36,24203.0,0.5117,85.0,1,1,Est,web,a_jour,0
100201,2024-10-25,53,38435.0,5.7,23010.0,48,14573.0,0.429,264.0,4,1,Sud,web,a_jour,0
113122,2023-12-11,47,28269.0,2.7,21985.0,60,4029.0,0.2073,237.0,4,0,Centre,web,a_jour,0
114467,2023-09-30,39,16082.0,9.3,6337.0,36,3260.0,0.2355,171.0,5,1,Centre,courtier,a_jour,0
119125,2023-02-11,41,56051.0,,73513.0,24,4797.0,0.1949,197.0,1,0,Sud,mobile,a_jour,0
102797,2024-02-19,23,32624.0,2.3,17921.0,60,4824.0,0.1936,53.0,1,0,Sud,agence,a_jour,0
119214,2023-04-24,32,62745.0,4.5,44176.0,36,15753.0,0.3097,79.0,1,0,Nord,agence,a_jour,0
113571,2024-01-04,30,44777.0,3.3,31560.0,12,17046.0,0.4394,74.0,0,0,Centre,web,a_jour,0
116072,2024-07-20,47,67280.0,3.7,15199.0,24,3444.0,0.07,304.0,9,0,Sud,web,a_jour,0
112807,2024-01-18,54,39043.0,1.3,6986.0,60,11983.0,0.3218,274.0,3,0,Ouest,agence,a_jour,0
100962,2024-09-05,18,120419.0,1.0,5920.0,12,46534.0,0.3905,0.0,1,1,Ouest,mobile,a_jour,0
109734,2023-10-18,49,29266.0,1.3,3767.0,12,3405.0,0.1271,245.0,0,0,Ouest,agence,a_jour,0
118198,2023-07-16,33,37625.0,2.5,11752.0,24,12609.0,0.3612,38.0,0,1,,web,a_jour,0
113929,2023-03-12,56,,7.4,4244.0,24,2063.0,0.0932,262.0,2,1,Nord,web,a_jour,0
116493,2023-04-23,22,27277.0,3.7,5973.0,12,7253.0,0.2841,16.0,0,2,Ouest,web,a_jour,0
111746,2023-12-12,48,72483.0,7.1,19326.0,48,54135.0,0.7691,184.0,1,0,Ouest,courtier,a_jour,0
113540,2023-01-29,32,119506.0,14.0,12856.0,60,42006.0,0.3605,55.0,1,0,Centre,web,a_jour,0
111910,2023-06-03,30,69317.0,1.0,18785.0,12,17678.0,0.2776,92.0,0,0,Ouest,web,a_jour,0
115510,2023-02-03,26,28201.0,8.0,28448.0,36,6929.0,0.3298,76.0,2,1,Est,web,a_jour,0
106372,2024-11-16,46,62139.0,4.1,18369.0,48,9998.0,0.1855,255.0,4,0,Centre,mobile,a_jour,0
101257,2024-02-10,55,45874.0,6.5,6978.0,24,12049.0,0.2753,313.0,2,1,Est,web,a_jour,0
106588,2023-06-23,43,87200.0,6.7,50610.0,60,16575.0,0.2384,77.0,0,2,Est,courtier,a_jour,0
113831,2024-10-08,48,22335.0,16.6,34028.0,24,9121.0,0.5353,222.0,8,2,Est,web,a_jour,0
110691,2023-02-20,34,36845.0,6.9,24950.0,36,8090.0,0.276,61.0,0,0,Ouest,courtier,a_jour,0
108361,2024-06-13,49,97675.0,5.0,8425.0,60,14717.0,0.1579,192.0,4,0,Nord,courtier,a_jour,0
115629,2024-02-09,22,96673.0,4.0,26182.0,24,10073.0,0.1268,20.0,0,0,Centre,agence,a_jour,0
112254,2024-12-09,35,20211.0,1.0,16680.0,24,1858.0,0.1607,135.0,2,0,Ouest,web,a_jour,0
100396,2023-02-02,28,32543.0,1.9,9125.0,24,11263.0,0.3695,24.0,0,1,Nord,web,recouvrement_amiable,1
119206,2024-12-17,28,39611.0,10.0,13815.0,48,400.0,0.0392,79.0,0,0,Ouest,courtier,a_jour,0
109728,2024-09-19,40,58701.0,6.2,20646.0,36,19331.0,0.3586,179.0,1,0,Centre,web,a_jour,0
107123,2024-01-03,28,35092.0,9.7,25798.0,48,2911.0,0.1442,72.0,2,1,Nord,agence,a_jour,0
109714,2024-05-16,48,34580.0,4.8,8545.0,48,8095.0,0.2547,161.0,2,1,Nord,web,a_jour,0
104098,2024-08-02,21,28246.0,1.7,14191.0,48,5824.0,0.2481,33.0,0,0,Sud,web,a_jour,0
108806,2024-03-11,42,26277.0,0.9,9188.0,12,13363.0,0.5377,160.0,1,2,Est,agence,a_jour,0
114691,2024-01-27,46,12000.0,2.8,16700.0,48,2941.0,0.3611,146.0,4,1,Nord,web,a_jour,0
102397,2023-07-31,39,82777.0,1.8,10295.0,60,20215.0,0.2546,179.0,2,0,Nord,agence,a_jour,0
111241,2023-11-20,18,87687.0,1.0,8996.0,48,6958.0,0.0879,0.0,0,0,Nord,mobile,a_jour,0
117261,2024-01-07,18,37091.0,1.0,16816.0,60,2773.0,0.1125,0.0,0,0,Est,mobile,a_jour,0
107877,2023-12-30,37,32743.0,8.5,15092.0,6,7084.0,0.2548,159.0,5,0,Sud,mobile,a_jour,0
111148,2024-09-11,23,28812.0,5.0,15684.0,36,10865.0,0.4225,52.0,0,1,Centre,web,recouvrement_contentieux,0
119136,2023-08-23,48,40252.0,4.2,5662.0,24,6539.0,0.1742,266.0,7,0,Ouest,agence,a_jour,0
104830,2023-09-12,29,44481.0,3.5,18919.0,24,26456.0,0.6302,59.0,2,1,Est,web,a_jour,0
117476,2023-01-28,31,,1.8,7162.0,18,,0.152,65.0,0,1,Centre,agence,a_jour,0
100769,2023-10-02,35,53797.0,1.8,29682.0,36,23500.0,0.4828,43.0,0,1,Sud,,a_jour,0
112620,2024-09-18,38,19152.0,6.3,15016.0,24,1882.0,0.1636,175.0,5,0,Ouest,web,a_jour,0
101076,2024-06-03,27,35999.0,5.5,7170.0,60,8182.0,0.2439,86.0,0,0,Ouest,agence,recouvrement_contentieux,1
110917,2023-05-21,19,101376.0,1.0,10924.0,36,47040.0,0.473,11.0,0,1,Est,web,a_jour,0
118245,2024-09-28,48,29664.0,11.7,14716.0,60,8670.0,0.3336,159.0,4,1,Centre,mobile,a_jour,0
100583,2023-02-07,20,50192.0,2.0,8373.0,24,284.0,0.0196,20.0,0,0,Sud,web,a_jour,0
105927,2024-03-08,36,51543.0,3.0,17515.0,48,9085.0,0.2046,167.0,1,0,Centre,mobile,a_jour,0
119606,2023-02-11,56,63346.0,4.6,8177.0,36,6142.0,0.1077,136.0,1,0,Centre,web,a_jour,0
110187,2023-09-23,37,29260.0,6.1,13212.0,48,11027.0,0.4145,61.0,0,0,Ouest,agence,recouvrement_amiable,0
101936,2023-09-29,22,32044.0,4.0,6157.0,24,6644.0,0.2234,36.0,0,1,Centre,web,recouvrement_amiable,1
119643,2024-10-27,21,44154.0,3.0,12314.0,24,4245.0,0.1194,31.0,2,0,Est,mobile,a_jour,0
100515,2023-03-18,53,50044.0,4.4,8971.0,60,7821.0,0.1712,131.0,2,0,Sud,agence,a_jour,0
102603,2024-02-15,45,97686.0,1.4,16577.0,24,29687.0,0.318,175.0,3,0,Centre,agence,a_jour,0
105047,2024-04-02,44,93103.0,13.8,21589.0,60,30725.0,0.3493,216.0,6,0,Ouest,mobile,a_jour,0
115719,2024-06-25,48,64938.0,5.9,16446.0,12,719.0,0.0322,145.0,1,0,Sud,web,recouvrement_amiable,0
101565,2023-11-28,37,39630.0,5.5,7227.0,24,20389.0,0.5297,109.0,3,1,Ouest,web,a_jour,0
111033,2023-05-09,38,45155.0,2.4,9781.0,24,1741.0,0.0566,109.0,2,0,Ouest,mobile,a_jour,0
103945,2024-06-19,31,58342.0,3.4,9278.0,24,11628.0,0.2126,140.0,2,0,Nord,web,a_jour,0
105386,2023-06-21,49,65151.0,2.7,29170.0,36,18224.0,0.317,297.0,5,0,Est,agence,a_jour,0
101293,2023-01-04,72,48687.0,0.9,5751.0,24,20762.0,0.4363,267.0,1,1,Ouest,agence,a_jour,0
102431,2024-01-17,39,879206.5240112918,10.4,13771.0,48,23478.0,0.4263,162.0,3,2,Centre,courtier,a_jour,0
100129,2024-04-08,56,18556.0,7.2,13803.0,60,6024.0,0.3866,423.0,3,0,Nord,web,a_jour,0
112804,2023-03-19,39,1139787.029653586,4.6,12301.0,18,5610.0,0.0891,213.0,1,1,Sud,agence,a_jour,0
110685,2024-09-26,43,52032.0,0.4,12526.0,24,19447.0,0.3938,128.0,2,1,Est,agence,a_jour,0
109540,2023-02-02,40,14802.0,17.4,33472.0,24,1666.0,0.301,110.0,1,2,Nord,mobile,a_jour,0
110697,2024-05-01,30,63128.0,4.1,21909.0,36,18170.0,0.3167,50.0,1,0,Ouest,web,a_jour,0
115063,2023-03-05,48,74029.0,12.7,14007.0,36,29058.0,0.4083,73.0,1,1,Sud,agence,a_jour,0
116643,2024-02-02,48,37550.0,5.6,21860.0,36,1756.0,0.0953,139.0,2,0,Ouest,mobile,a_jour,0
109604,2023-11-12,25,25224.0,7.0,38009.0,48,8472.0,0.4614,53.0,1,0,Centre,web,a_jour,0
114352,2023-09-21,40,60358.0,2.5,10943.0,60,10088.0,0.1822,164.0,0,0,Nord,agence,a_jour,0
109177,2024-04-14,40,26372.0,4.4,22253.0,36,761.0,0.0992,146.0,2,0,Sud,agence,a_jour,0
119223,2024-05-22,27,44000.0,1.3,10167.0,60,2995.0,0.0873,80.0,0,1,Est,agence,a_jour,0
109351,2023-04-14,31,39130.0,7.1,9649.0,48,10892.0,0.2989,116.0,0,0,Est,mobile,a_jour,0
117512,2023-05-29,45,79821.0,4.0,7545.0,12,24981.0,0.3208,270.0,2,0,Est,courtier,a_jour,0
110266,2023-08-30,38,35819.0,2.3,7316.0,36,12586.0,0.3684,138.0,2,0,Ouest,web,a_jour,0
101083,2024-02-10,38,54348.0,20.0,7095.0,36,6531.0,0.131,122.0,2,0,Est,agence,a_jour,0
102149,2024-09-15,30,29045.0,3.2,5105.0,24,7075.0,0.2582,115.0,2,2,Est,web,a_jour,0
